NAME,pop,state,county
"Campbell County, Kentucky",92861,21,037
"Elliott County, Kentucky",7510,21,063
"Larue County, Kentucky",14204,21,123
"Mercer County, Kentucky",21592,21,167
"Russell County, Kentucky",17778,21,207
"Washington County, Kentucky",12023,21,229
"Barren County, Kentucky",43884,21,009
"Hancock County, Kentucky",8720,21,091
"Hardin County, Kentucky",108527,21,093
"McLean County, Kentucky",9283,21,149
"Powell County, Kentucky",12304,21,197
"Caldwell County, Kentucky",12702,21,033
"Boyd County, Kentucky",47682,21,019
"Fayette County, Kentucky",320601,21,067
"Johnson County, Kentucky",22634,21,115
"Morgan County, Kentucky",13288,21,175
"Pulaski County, Kentucky",64350,21,199
"Adair County, Kentucky",19222,21,001
"Breathitt County, Kentucky",12977,21,025
"Hart County, Kentucky",18729,21,099
"Trimble County, Kentucky",8558,21,223
"Hickman County, Kentucky",4510,21,105
"Lyon County, Kentucky",8271,21,143
"Lewis County, Kentucky",13417,21,135
"Woodford County, Kentucky",26318,21,239
"Leslie County, Kentucky",10283,21,131
"Lawrence County, Kentucky",15671,21,127
"McCracken County, Kentucky",65268,21,145
"Brule County, South Dakota",5258,46,015
"Gregory County, South Dakota",4186,46,053
"Minnehaha County, South Dakota",188674,46,099
"Clark County, South Dakota",3685,46,025
"Kingsbury County, South Dakota",4944,46,077
"Clay County, South Dakota",13957,46,027
"Dewey County, South Dakota",5833,46,041
"Hughes County, South Dakota",17608,46,065
"Sanborn County, South Dakota",2379,46,111
"Hand County, South Dakota",3256,46,059
"Yankton County, South Dakota",22717,46,135
"Beadle County, South Dakota",18346,46,005
"Davison County, South Dakota",19871,46,035
"Jerauld County, South Dakota",2018,46,073
"Stanley County, South Dakota",3017,46,117
"Potter County, South Dakota",2315,46,107
"Charles Mix County, South Dakota",9349,46,023
"Marshall County, South Dakota",4891,46,091
"Perkins County, South Dakota",2897,46,105
"Whitley County, Kentucky",36131,21,235
"Floyd County, Kentucky",36456,21,071
"Kenton County, Kentucky",165668,21,117
"Magoffin County, Kentucky",12491,21,153
"Rowan County, Kentucky",24507,21,205
"Taylor County, Kentucky",25571,21,217
"Carlisle County, Kentucky",4784,21,039
"Estill County, Kentucky",14224,21,065
"Rapides Parish, Louisiana",130970,22,079
"Tangipahoa Parish, Louisiana",132057,22,105
"West Carroll Parish, Louisiana",11041,22,123
"Caldwell Parish, Louisiana",9992,22,021
"East Carroll Parish, Louisiana",7096,22,035
"Evangeline Parish, Louisiana",33589,22,039
"St. Bernard Parish, Louisiana",46266,22,087
"West Baton Rouge Parish, Louisiana",26101,22,121
"Red River Parish, Louisiana",8565,22,081
"Natchitoches Parish, Louisiana",38769,22,069
"Catahoula Parish, Louisiana",9766,22,025
"Franklin Parish, Louisiana",20238,22,041
"Assumption Parish, Louisiana",22478,22,007
"Vermilion Parish, Louisiana",59865,22,113
"Concordia Parish, Louisiana",19778,22,029
"Oxford County, Maine",57550,23,017
"Penobscot County, Maine",151774,23,019
"Androscoggin County, Maine",107602,23,001
"Cumberland County, Maine",292307,23,005
"York County, Maine",204316,23,031
"Somerset County, Maine",50520,23,025
"Worcester County, Maryland",51765,24,047
"Talbot County, Maryland",37167,24,041
"Barnstable County, Massachusetts",213496,25,001
"Berkshire County, Massachusetts",126425,25,003
"Plymouth County, Massachusetts",515303,25,023
"Norfolk County, Massachusetts",700437,25,021
"Nantucket County, Massachusetts",11168,25,019
"Allegan County, Michigan",116143,26,005
"Alger County, Michigan",9151,26,003
"Oceana County, Michigan",26416,26,127
"Clare County, Michigan",30651,26,035
"Isabella County, Michigan",70688,26,073
"Tuscola County, Michigan",52939,26,157
"Alpena County, Michigan",28520,26,007
"Midland County, Michigan",83355,26,111
"Oscoda County, Michigan",8248,26,135
"Clinton County, Michigan",78389,26,037
"Gratiot County, Michigan",40916,26,057
"Lenawee County, Michigan",98381,26,091
"Montcalm County, Michigan",63413,26,117
"St. Clair County, Michigan",159247,26,147
"Washtenaw County, Michigan",367000,26,161
"Cass County, Michigan",51523,26,027
"Roscommon County, Michigan",23851,26,143
"Branch County, Michigan",43513,26,023
"Jackson County, Michigan",158636,26,075
"Macomb County, Michigan",870325,26,099
"Baraga County, Michigan",8421,26,013
"Eaton County, Michigan",109456,26,045
"Upson County, Georgia",26236,13,293
"Washington County, Georgia",20436,13,303
"White County, Georgia",29489,13,311
"Peach County, Georgia",27145,13,225
"Paulding County, Georgia",159825,13,223
"Pierce County, Georgia",19250,13,229
"Pike County, Georgia",18327,13,231
"Richmond County, Georgia",201852,13,245
"Screven County, Georgia",13989,13,251
"Tattnall County, Georgia",25382,13,267
"Berrien County, Georgia",19152,13,019
"Montgomery County, Illinois",28828,17,135
"Whiteside County, Illinois",56016,17,195
"Adams County, Illinois",66085,17,001
"Clinton County, Illinois",37634,17,027
"DeKalb County, Illinois",104366,17,037
"Edwards County, Illinois",6455,17,047
"Jasper County, Illinois",9594,17,079
"Jefferson County, Illinois",37985,17,081
"Vermilion County, Illinois",77563,17,183
"Will County, Illinois",689315,17,197
"Williamson County, Illinois",67102,17,199
"Clark County, Illinois",15716,17,023
"Douglas County, Illinois",19623,17,041
"Effingham County, Illinois",34137,17,049
"Fulton County, Illinois",35092,17,057
"Greene County, Illinois",13132,17,061
"Hamilton County, Illinois",8176,17,065
"Hardin County, Illinois",3939,17,069
"Henry County, Illinois",49267,17,073
"Johnson County, Illinois",12494,17,087
"Knox County, Illinois",50508,17,095
"Livingston County, Illinois",36040,17,105
"Scott County, Illinois",5005,17,171
"Tazewell County, Illinois",133195,17,179
"Warren County, Illinois",17146,17,187
"Harrison County, Indiana",39940,18,061
"LaPorte County, Indiana",110154,18,091
"Wabash County, Indiana",31389,18,169
"Jasper County, Indiana",33447,18,073
"Martin County, Indiana",10212,18,101
"Porter County, Indiana",168636,18,127
"Ripley County, Indiana",28391,18,137
"Spencer County, Indiana",20447,18,147
"Tipton County, Indiana",15162,18,159
"Vigo County, Indiana",107459,18,167
"Warrick County, Indiana",62280,18,173
"DeKalb County, Indiana",42927,18,033
"LaGrange County, Indiana",39193,18,087
"Rush County, Indiana",16641,18,139
"Boone County, Indiana",65544,18,011
"Gogebic County, Michigan",15061,26,053
"Meeker County, Minnesota",23105,27,093
"Rice County, Minnesota",66185,27,131
"Red Lake County, Minnesota",4015,27,125
"Clay County, Minnesota",63446,27,027
"Fillmore County, Minnesota",20949,27,045
"Polk County, Minnesota",31521,27,119
"Sibley County, Minnesota",14892,27,143
"Watonwan County, Minnesota",10972,27,165
"Big Stone County, Minnesota",4996,27,011
"Cass County, Minnesota",29268,27,021
"Hubbard County, Minnesota",21019,27,057
"Martin County, Minnesota",19852,27,091
"Nobles County, Minnesota",21734,27,105
"Sherburne County, Minnesota",94463,27,141
"Carver County, Minnesota",101949,27,019
"McLeod County, Minnesota",35832,27,085
"Ramsey County, Minnesota",544442,27,123
"Winona County, Minnesota",50725,27,169
"Dodge County, Minnesota",20669,27,039
"Crow Wing County, Minnesota",64217,27,035
"Wright County, Minnesota",134438,27,171
"Lincoln County, Minnesota",5677,27,081
"Mille Lacs County, Minnesota",25865,27,095
"Carlton County, Minnesota",35633,27,017
"Kanabec County, Minnesota",16089,27,065
"St. Clair County, Alabama",87989,01,115
"Cullman County, Alabama",82853,01,043
"Houston County, Alabama",104702,01,069
"Tuscaloosa County, Alabama",207305,01,125
"Coffee County, Alabama",51662,01,031
"Chilton County, Alabama",44055,01,021
"Coosa County, Alabama",10757,01,037
"Etowah County, Alabama",102748,01,055
"Lamar County, Alabama",13885,01,075
"Butler County, Alabama",19828,01,013
"Walker County, Alabama",64110,01,127
"Greene County, Alabama",8324,01,063
"Bullock County, Alabama",10248,01,011
"Chambers County, Alabama",33660,01,017
"Haines Borough, Alaska",2518,02,100
"Juneau City and Borough, Alaska",32227,02,110
"Yukon-Koyukuk Census Area, Alaska",5377,02,290
"Denali Borough, Alaska",2246,02,068
"Hoonah-Angoon Census Area, Alaska",2139,02,105
"Wrangell City and Borough, Alaska",2502,02,275
"Pima County, Arizona",1027207,04,019
"Gila County, Arizona",53546,04,007
"Cochise County, Arizona",125867,04,003
"Apache County, Arizona",71511,04,001
"Yuma County, Arizona",209468,04,027
"Navajo County, Arizona",109270,04,017
"Clay County, Arkansas",14889,05,021
"Drew County, Arkansas",18417,05,043
"Randolph County, Arkansas",17695,05,121
"Boone County, Arkansas",37331,05,009
"Lincoln County, Arkansas",13455,05,079
"Crittenden County, Arkansas",48672,05,035
"Faulkner County, Arkansas",123624,05,045
"Walker County, Georgia",69039,13,295
"Gwinnett County, Georgia",915046,13,135
"Barrow County, Georgia",78991,13,013
"Charlton County, Georgia",13040,13,049
"Clinch County, Georgia",6686,13,065
"Bartow County, Georgia",104919,13,015
"Douglas County, Georgia",143316,13,097
"Grady County, Georgia",24828,13,131
"Hancock County, Georgia",8515,13,141
"Whitfield County, Georgia",104237,13,313
"Macon County, Georgia",13305,13,193
"Troup County, Georgia",69919,13,285
"Harris County, Georgia",34105,13,145
"Schley County, Georgia",5221,13,249
"Worth County, Georgia",20494,13,321
"Dooly County, Georgia",13736,13,093
"Evans County, Georgia",10687,13,109
"Webster County, Georgia",2610,13,307
"Effingham County, Georgia",60477,13,103
"Glascock County, Georgia",2996,13,125
"Quitman County, Georgia",2289,13,239
"Chatham County, Georgia",288496,13,051
"Johnson County, Georgia",9691,13,167
"Lanier County, Georgia",10380,13,173
"Madison County, Georgia",29218,13,195
"Mitchell County, Georgia",22244,13,205
"Tift County, Georgia",40541,13,277
"Polk County, Georgia",41908,13,233
"Talbot County, Georgia",6321,13,263
"Terrell County, Georgia",8737,13,273
"Thomas County, Georgia",44630,13,275
"Wilkinson County, Georgia",9010,13,319
"Oglethorpe County, Georgia",14931,13,221
"Randolph County, Georgia",6973,13,243
"Ware County, Georgia",35593,13,299
"Wayne County, Georgia",29788,13,305
"Wilcox County, Georgia",8824,13,315
"Baldwin County, Georgia",45111,13,009
"Bulloch County, Georgia",76120,13,031
"Clay County, Georgia",2951,13,061
"Echols County, Georgia",3981,13,101
"DeKalb County, Georgia",749323,13,089
"Haralson County, Georgia",29227,13,143
"Jefferson County, Georgia",15618,13,163
"Lincoln County, Georgia",7856,13,181
"Murray County, Georgia",39724,13,213
"Pulaski County, Georgia",11216,13,235
"Rabun County, Georgia",16645,13,241
"Towns County, Georgia",11617,13,281
"Treutlen County, Georgia",6795,13,283
"Irwin County, Georgia",9320,13,155
"Appling County, Georgia",18440,13,001
"Shelby County, Ohio",48749,39,149
"Williams County, Ohio",36816,39,171
"Columbiana County, Ohio",103190,39,029
"Fulton County, Ohio",42253,39,051
"Gallia County, Ohio",30088,39,053
"Mahoning County, Ohio",229961,39,099
"Scioto County, Ohio",76040,39,145
"Morrow County, Ohio",35043,39,117
"Marion County, Arkansas",16476,05,089
"Searcy County, Arkansas",7908,05,129
"Benton County, Arkansas",265759,05,007
"Hot Spring County, Arkansas",33597,05,059
"Madison County, Arkansas",16211,05,087
"Dolores County, Colorado",1857,08,033
"Jackson County, Colorado",1261,08,057
"Montezuma County, Colorado",26031,08,083
"Boulder County, Colorado",322510,08,013
"Yuma County, Colorado",10003,08,125
"Routt County, Colorado",25072,08,107
"Clear Creek County, Colorado",9495,08,019
"Pueblo County, Colorado",165982,08,101
"Park County, Colorado",17867,08,093
"Mesa County, Colorado",151218,08,077
"El Paso County, Colorado",698974,08,041
"Arapahoe County, Colorado",644560,08,005
"New Castle County, Delaware",556165,10,003
"Kent County, Delaware",176699,10,001
"Litchfield County, Connecticut",182002,09,005
"Palm Beach County, Florida",1465027,12,099
"Miami-Dade County, Florida",2699428,12,086
"Franklin County, Florida",11811,12,037
"Hamilton County, Florida",14326,12,047
"Sumter County, Florida",125044,12,119
"Holmes County, Florida",19432,12,059
"Lee County, Florida",737468,12,071
"Collier County, Florida",371453,12,021
"Pasco County, Florida",524602,12,101
"Highlands County, Florida",103437,12,055
"DeSoto County, Florida",36903,12,027
"Columbia County, Florida",69968,12,023
"Putnam County, Florida",73252,12,107
"Union County, Florida",15303,12,125
"Levy County, Florida",40403,12,075
"Volusia County, Florida",536487,12,127
"Madison County, Florida",18460,12,079
"Escambia County, Florida",313491,12,033
"Okaloosa County, Florida",203794,12,091
"Lumpkin County, Georgia",32402,13,187
"Miller County, Georgia",5787,13,201
"Oconee County, Georgia",38132,13,219
"Henry County, Georgia",225356,13,151
"Long County, Georgia",18692,13,183
"Stephens County, Georgia",25750,13,257
"Jeff Davis County, Georgia",15036,13,161
"Calhoun County, Georgia",6365,13,037
"Bibb County, Georgia",153200,13,021
"Marion County, Georgia",8432,13,197
"Bleckley County, Georgia",12807,13,023
"Franklin County, Georgia",22766,13,119
"Lamar County, Georgia",18672,13,171
"Emanuel County, Georgia",22533,13,107
"Jasper County, Georgia",13916,13,159
"Liberty County, Georgia",61349,13,179
"Seminole County, Georgia",8321,13,253
"Twiggs County, Georgia",8229,13,289
"Taylor County, Georgia",8116,13,269
"Toombs County, Georgia",26972,13,279
"Preble County, Ohio",41093,39,135
"Allen County, Ohio",103175,39,003
"Crawford County, Ohio",41821,39,033
"Guernsey County, Ohio",39111,39,059
"Mercer County, Ohio",40884,39,107
"Clark County, Ohio",134726,39,023
"Lorain County, Ohio",307670,39,093
"Montgomery County, Ohio",531670,39,113
"Warren County, Ohio",229132,39,165
"Ashtabula County, Ohio",97830,39,007
"Kay County, Oklahoma",44402,40,071
"Craig County, Oklahoma",14390,40,035
"Canadian County, Oklahoma",140455,40,017
"Latimer County, Oklahoma",10348,40,077
"Texas County, Oklahoma",20805,40,139
"Pushmataha County, Oklahoma",11128,40,127
"Johnston County, Oklahoma",11064,40,069
"Beaver County, Oklahoma",5377,40,007
"Hughes County, Oklahoma",13372,40,063
"Comanche County, Oklahoma",121762,40,031
"Adair County, Oklahoma",22220,40,001
"Stephens County, Oklahoma",43647,40,137
"Carter County, Oklahoma",48319,40,019
"Greer County, Oklahoma",5861,40,055
"McIntosh County, Oklahoma",19725,40,091
"Murray County, Oklahoma",13946,40,099
"Ottawa County, Oklahoma",31454,40,115
"Wagoner County, Oklahoma",78958,40,145
"Caddo County, Oklahoma",29242,40,015
"Muskogee County, Oklahoma",68736,40,101
"Bryan County, Oklahoma",46457,40,013
"Jackson County, Oregon",216574,41,029
"Grant County, Oregon",7189,41,023
"Clackamas County, Oregon",410463,41,005
"Tillamook County, Oregon",26389,41,057
"Josephine County, Oregon",86251,41,033
"Umatilla County, Oregon",77129,41,059
"Columbia County, Oregon",51375,41,009
"Wasco County, Oregon",26130,41,065
"Montgomery County, Georgia",9058,13,209
"Rockdale County, Georgia",89717,13,247
"Wheeler County, Georgia",7928,13,309
"Banks County, Georgia",18708,13,011
"Clarke County, Georgia",126176,13,059
"Glynn County, Georgia",84470,13,127
"Jackson County, Georgia",67885,13,157
"Jones County, Georgia",28579,13,169
"Muscogee County, Georgia",195739,13,215
"Stewart County, Georgia",6293,13,259
"Turner County, Georgia",7943,13,287
"Atkinson County, Georgia",8239,13,003
"Baker County, Georgia",3132,13,007
"Candler County, Georgia",10812,13,043
"Carroll County, Georgia",117183,13,045
"Crisp County, Georgia",22713,13,081
"Cobb County, Georgia",751218,13,067
"Dade County, Georgia",16197,13,083
"Brooks County, Georgia",15590,13,027
"Elbert County, Georgia",19166,13,105
"Jenkins County, Georgia",8793,13,165
"Newton County, Georgia",108079,13,217
"Colquitt County, Georgia",45486,13,071
"Clayton County, Georgia",283538,13,063
"Hall County, Georgia",198667,13,139
"Maui County, Hawaii",165979,15,009
"Oneida County, Idaho",4385,16,071
"Gem County, Idaho",17331,16,045
"Adams County, Idaho",4097,16,003
"Jerome County, Idaho",23730,16,053
"Lewis County, Idaho",3838,16,061
"Owyhee County, Idaho",11552,16,073
"Boundary County, Idaho",11845,16,021
"Caribou County, Idaho",6953,16,029
"Bannock County, Idaho",85765,16,005
"Bonneville County, Idaho",114392,16,019
"Canyon County, Idaho",217633,16,027
"Latah County, Idaho",39505,16,057
"Sangamon County, Illinois",196861,17,167
"Randolph County, Illinois",32295,17,157
"Ogle County, Illinois",51025,17,141
"Morgan County, Illinois",34247,17,137
"White County, Illinois",13868,17,193
"Henderson County, Illinois",6809,17,071
"McLean County, Illinois",172578,17,113
"Perry County, Illinois",21251,17,145
"Rock Island County, Illinois",143873,17,161
"Wabash County, Illinois",11546,17,185
"Cumberland County, Illinois",10836,17,035
"Jo Daviess County, Illinois",21588,17,085
"Lawrence County, Illinois",16033,17,101
"Marshall County, Illinois",11679,17,123
"Christian County, Illinois",32931,17,021
"Jackson County, Illinois",57977,17,077
"Peoria County, Illinois",182770,17,143
"Piatt County, Illinois",16401,17,147
"Stark County, Illinois",5447,17,175
"Bond County, Illinois",16589,17,005
"Carroll County, Illinois",14466,17,015
"Jersey County, Illinois",21937,17,083
"Howard County, Maryland",318855,24,027
"Prince George's County, Maryland",908670,24,033
"Anne Arundel County, Maryland",571275,24,003
"Baltimore County, Maryland",828018,24,005
"Frederick County, Maryland",251422,24,021
"Calvert County, Maryland",91511,24,009
"Garrett County, Maryland",29235,24,023
"Kent County, Maryland",19536,24,029
"Montgomery County, Maryland",1043530,24,031
"Bethel Census Area, Alaska",18134,02,050
"North Slope Borough, Alaska",9792,02,185
"Sitka City and Borough, Alaska",8640,02,220
"Fairbanks North Star Borough, Alaska",99072,02,090
"Ketchikan Gateway Borough, Alaska",13800,02,130
"Matanuska-Susitna Borough, Alaska",105369,02,170
"Nome Census Area, Alaska",9988,02,180
"Dillingham Census Area, Alaska",4961,02,070
"Yakutat City and Borough, Alaska",649,02,282
"Lake and Peninsula Borough, Alaska",1393,02,164
"Southeast Fairbanks Census Area, Alaska",6878,02,240
"Anchorage Municipality, Alaska",293531,02,020
"Aleutians East Borough, Alaska",3385,02,013
"Valdez-Cordova Census Area, Alaska",9243,02,261
"Kenai Peninsula Borough, Alaska",58464,02,122
"Skagway Municipality, Alaska",1107,02,230
"Prince of Wales-Hyder Census Area, Alaska",6407,02,198
"Petersburg Borough, Alaska",3257,02,195
"Kusilvak Census Area, Alaska",8250,02,158
"Maricopa County, Arizona",4328810,04,013
"Graham County, Arizona",37996,04,009
"Santa Cruz County, Arizona",46480,04,023
"La Paz County, Arizona",20793,04,012
"Mohave County, Arizona",207695,04,015
"Coconino County, Arizona",141274,04,005
"Yavapai County, Arizona",228067,04,025
"Greenlee County, Arizona",9522,04,011
"Pinal County, Arizona",432793,04,021
"Nevada County, Arkansas",8351,05,099
"Cross County, Arkansas",16824,05,037
"Dallas County, Arkansas",7279,05,039
"Columbia County, Arkansas",23776,05,027
"Saline County, Arkansas",119415,05,125
"Van Buren County, Arkansas",16642,05,141
"Izard County, Arkansas",13570,05,065
"Independence County, Arkansas",37427,05,063
"Logan County, Arkansas",21668,05,083
"Grant County, Arkansas",18126,05,053
"Franklin County, Arkansas",17738,05,047
"Pike County, Arkansas",10756,05,109
"Jefferson County, Arkansas",69282,05,069
"Montgomery County, Arkansas",8950,05,097
"Scott County, Arkansas",10376,05,127
"Sebastian County, Arkansas",127591,05,131
"Crawford County, Arkansas",62739,05,033
"Chicot County, Arkansas",10615,05,017
"Johnson County, Arkansas",26372,05,071
"Lee County, Arkansas",9194,05,077
"Marion County, Iowa",33172,19,125
"Washington County, Iowa",22100,19,183
"Wright County, Iowa",12739,19,197
"Cass County, Iowa",13091,19,029
"Cherokee County, Iowa",11343,19,035
"Crawford County, Iowa",17034,19,047
"Des Moines County, Iowa",39386,19,057
"Fayette County, Iowa",19803,19,065
"Harrison County, Iowa",14089,19,085
"Kossuth County, Iowa",14978,19,109
"Mills County, Iowa",15034,19,129
"Monona County, Iowa",8730,19,133
"Muscatine County, Iowa",42889,19,139
"Osceola County, Iowa",6052,19,143
"Polk County, Iowa",479612,19,153
"Webster County, Iowa",36545,19,187
"Story County, Iowa",96941,19,169
"Woodbury County, Iowa",102586,19,193
"Black Hawk County, Iowa",132393,19,013
"Grundy County, Iowa",12299,19,075
"Jones County, Iowa",20559,19,105
"Mitchell County, Iowa",10608,19,131
"Montgomery County, Iowa",10053,19,137
"Sac County, Iowa",9802,19,161
"Plymouth County, Iowa",25068,19,149
"Buchanan County, Iowa",21118,19,019
"Clinton County, Iowa",46909,19,045
"Decatur County, Iowa",7979,19,053
"Jefferson County, Iowa",18148,19,101
"Allamakee County, Iowa",13813,19,005
"Linn County, Iowa",223861,19,113
"Dallas County, Iowa",87099,19,049
"O'Brien County, Iowa",13835,19,141
"Stanton County, Kansas",2052,20,187
"Meade County, Kansas",4180,20,119
"Montgomery County, Kansas",32521,20,125
"Pratt County, Kansas",9452,20,151
"Rawlins County, Kansas",2502,20,153
"Anderson County, Kansas",7835,20,003
"Ellsworth County, Kansas",6231,20,053
"Geary County, Kansas",34025,20,061
"Ford County, Kansas",34179,20,057
"Russell County, Kansas",6948,20,167
"Marshall County, Kansas",9749,20,117
"Allen County, Kansas",12556,20,001
"Cheyenne County, Kansas",2665,20,023
"Cowley County, Kansas",35351,20,035
"Elk County, Kansas",2523,20,049
"Franklin County, Kansas",25558,20,059
"Hodgeman County, Kansas",1876,20,083
"Jewell County, Kansas",2885,20,089
"Rice County, Kansas",9658,20,159
"Stafford County, Kansas",4181,20,185
"Osage County, Kansas",15881,20,139
"Coffey County, Kansas",8254,20,031
"Crawford County, Kansas",38968,20,037
"Greenwood County, Kansas",6081,20,073
"Carroll County, Maryland",167699,24,013
"Queen Anne's County, Maryland",49632,24,035
"St. Mary's County, Maryland",112290,24,037
"Charles County, Maryland",159428,24,017
"Dorchester County, Maryland",32138,24,019
"Washington County, Maryland",150109,24,043
"Wicomico County, Maryland",102539,24,045
"Cecil County, Maryland",102552,24,015
"Caroline County, Maryland",33049,24,011
"Suffolk County, Massachusetts",796605,25,025
"Dukes County, Massachusetts",17312,25,007
"Middlesex County, Massachusetts",1600842,25,017
"Bristol County, Massachusetts",561037,25,005
"Hampden County, Massachusetts",467871,25,013
"Essex County, Massachusetts",783676,25,009
"Franklin County, Massachusetts",70577,25,011
"Worcester County, Massachusetts",824772,25,027
"Hampshire County, Massachusetts",161032,25,015
"Chippewa County, Michigan",37629,26,033
"Monroe County, Michigan",149727,26,115
"Oakland County, Michigan",1253185,26,125
"Hillsdale County, Michigan",45757,26,059
"Muskegon County, Michigan",173297,26,121
"Leelanau County, Michigan",21652,26,089
"Lapeer County, Michigan",88038,26,087
"Sanilac County, Michigan",41295,26,151
"Keweenaw County, Michigan",2111,26,083
"Ontonagon County, Michigan",5877,26,131
"Ottawa County, Michigan",286558,26,139
"Alcona County, Michigan",10353,26,001
"Ionia County, Michigan",64300,26,067
"Kalkaska County, Michigan",17585,26,079
"Berrien County, Michigan",154133,26,021
"Ogemaw County, Michigan",20898,26,129
"Wexford County, Michigan",33256,26,165
"Crawford County, Michigan",13892,26,039
"Dickinson County, Michigan",25439,26,043
"Huron County, Michigan",31349,26,063
"Ingham County, Michigan",290587,26,065
"Mason County, Michigan",28954,26,105
"Menominee County, Michigan",23074,26,109
"Missaukee County, Michigan",15028,26,113
"St. Joseph County, Michigan",60836,26,149
"Van Buren County, Michigan",75358,26,159
"Arenac County, Michigan",15070,26,011
"Barry County, Michigan",60540,26,015
"Iron County, Michigan",11152,26,071
"Benzie County, Michigan",17615,26,019
"Schoolcraft County, Michigan",8048,26,153
"Wayne County, Michigan",1757299,26,163
"Grand Traverse County, Michigan",92181,26,055
"Mackinac County, Michigan",10780,26,097
"Genesee County, Michigan",407875,26,049
"Labette County, Kansas",20119,20,099
"Sedgwick County, Kansas",513375,20,173
"Republic County, Kansas",4658,20,157
"Graham County, Kansas",2519,20,065
"Douglas County, Kansas",120290,20,045
"Sheridan County, Kansas",2506,20,179
"Gray County, Kansas",6039,20,069
"Todd County, South Dakota",10195,46,121
"Oglala Lakota County, South Dakota",14335,46,102
"Klickitat County, Washington",21721,53,039
"Grays Harbor County, Washington",72779,53,027
"Wahkiakum County, Washington",4268,53,069
"Grant County, Washington",95502,53,025
"Snohomish County, Washington",798808,53,061
"Summers County, West Virginia",12848,54,089
"Greenbrier County, West Virginia",35155,54,025
"Mineral County, West Virginia",27167,54,057
"Lewis County, West Virginia",16166,54,041
"Pocahontas County, West Virginia",8450,54,075
"Randolph County, West Virginia",28930,54,083
"Wirt County, West Virginia",5798,54,105
"Clay County, West Virginia",8709,54,015
"Monongalia County, West Virginia",105474,54,061
"Wetzel County, West Virginia",15436,54,103
"Kanawha County, West Virginia",183279,54,039
"Preston County, West Virginia",33683,54,077
"Ritchie County, West Virginia",9844,54,085
"Lincoln County, West Virginia",20850,54,043
"Braxton County, West Virginia",14190,54,007
"Boone County, West Virginia",22368,54,005
"Wyoming County, West Virginia",21281,54,109
"Dunn County, Wisconsin",44759,55,033
"Grant County, Wisconsin",51733,55,043
"Sheboygan County, Wisconsin",115178,55,117
"Menominee County, Wisconsin",4558,55,078
"Buffalo County, Wisconsin",13126,55,011
"La Crosse County, Wisconsin",117894,55,063
"Marathon County, Wisconsin",135396,55,073
"Trempealeau County, Wisconsin",29499,55,121
"Dodge County, Wisconsin",87715,55,027
"Vilas County, Wisconsin",21751,55,125
"Manitowoc County, Wisconsin",79185,55,071
"Burnett County, Wisconsin",15289,55,013
"Door County, Wisconsin",27472,55,029
"Fond du Lac County, Wisconsin",102597,55,039
"Pepin County, Wisconsin",7265,55,091
"Richland County, Wisconsin",17459,55,103
"Waushara County, Wisconsin",24193,55,137
"Lafayette County, Wisconsin",16715,55,065
"Pierce County, Wisconsin",41977,55,093
"Calumet County, Wisconsin",49928,55,015
"Kenosha County, Wisconsin",168524,55,059
"Johnson County, Wyoming",8487,56,019
"Wallace County, Kansas",1574,20,199
"Chase County, Kansas",2637,20,017
"Stevens County, Kansas",5603,20,189
"Smith County, Kansas",3627,20,183
"Grant County, Kansas",7467,20,067
"Antrim County, Michigan",23206,26,009
"Houghton County, Michigan",36070,26,061
"Livingston County, Michigan",189754,26,093
"Iosco County, Michigan",25197,26,069
"Lake County, Michigan",11852,26,085
"Manistee County, Michigan",24457,26,101
"Jackson County, Kansas",13266,20,085
"Kingman County, Kansas",7340,20,095
"Logan County, Kansas",2805,20,109
"Nemaha County, Kansas",10121,20,131
"Pottawatomie County, Kansas",23847,20,149
"Wyandotte County, Kansas",164861,20,209
"Cherokee County, Kansas",20179,20,021
"Butler County, Kansas",66698,20,015
"Clay County, Kansas",8082,20,027
"Lincoln County, Kansas",3044,20,105
"Saline County, Kansas",54701,20,169
"Sumner County, Kansas",23114,20,191
"Trego County, Kansas",2840,20,195
"Wabaunsee County, Kansas",6889,20,197
"Wilson County, Kansas",8688,20,205
"Mitchell County, Kansas",6145,20,123
"Osborne County, Kansas",3530,20,141
"Atchison County, Kansas",16268,20,005
"Finney County, Kansas",36750,20,055
"Hamilton County, Kansas",2591,20,075
"Leavenworth County, Kansas",80745,20,103
"Washington County, Kansas",5493,20,201
"Wichita County, Kansas",2130,20,203
"Morton County, Kansas",2754,20,129
"Norton County, Kansas",5446,20,137
"Barton County, Kansas",26453,20,009
"Cloud County, Kansas",8938,20,029
"Edwards County, Kansas",2869,20,047
"Lane County, Kansas",1564,20,101
"Rush County, Kansas",3022,20,165
"Marion County, Kansas",11964,20,115
"Neosho County, Kansas",16108,20,133
"Ottawa County, Kansas",5822,20,143
"Riley County, Kansas",75056,20,161
"Barber County, Kansas",4624,20,007
"Dickinson County, Kansas",18828,20,041
"Jefferson County, Kansas",18890,20,087
"Greenup County, Kentucky",35555,21,089
"Fleming County, Kentucky",14513,21,069
"Carter County, Kentucky",27159,21,043
"Grant County, Kentucky",24951,21,081
"Jefferson County, Kentucky",767419,21,111
"Logan County, Kentucky",26902,21,141
"Mason County, Kentucky",17112,21,161
"Pendleton County, Kentucky",14572,21,191
"Robertson County, Kentucky",2123,21,201
